,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,year,genre,Adventure,Music,Western,Drama,Mystery,Romance,Comedy,Family,Musical,War,\N,Crime,Action,History,Thriller,Animation,Documentary,Fantasy,Biography,Horror,Sport,Film-Noir,Sci-Fi,News,Talk-Show,Adult,Reality-TV,Short,Game-Show,total,new_title
3203,218065,tt1806819,movie,"Good Morning, Eternity","Bom Dia, Eternidade",0,2010,\N,98,Fantasy,2010,['Fantasy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bom dia eternidade
3205,218665,tt1816626,movie,Rota Comando,Rota Comando,0,2009,\N,138,"Action,Biography,Crime",2009,"['Action', 'Biography', 'Crime']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,rota comando
3206,218676,tt1817085,movie,Ajuê São Benedito,Ajuê São Benedito,0,2004,\N,77,Drama,2004,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ajue sao benedito
3207,218840,tt1820573,movie,O Velho Guerreiro Não Morrerá - O Cangaceiro de Lima Barreto 50 Anos Depois,O Velho Guerreiro Não Morrerá - O Cangaceiro de Lima Barreto 50 Anos Depois,0,2011,\N,70,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o velho guerreiro nao morrera  o cangaceiro de lima barreto 50 anos depois
3208,218991,tt1822167,movie,"Aquifero Guarani, Gigante Desconhecido","Aquifero Guarani, Gigante Desconhecido",0,2008,\N,\N,Documentary,2008,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,aquifero guarani gigante desconhecido
3209,219001,tt1822216,movie,Expedição Leão Baio,Expedição Leão Baio,0,2008,\N,\N,Documentary,2008,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,expedicao leao baio
3210,219061,tt1823085,movie,Bombadeira,Bombadeira,0,2007,\N,\N,Documentary,2007,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bombadeira
3212,219291,tt1826663,movie,Ela Sonhou que Eu Morri,Ela Sonhou que Eu Morri,0,2012,\N,72,Documentary,2012,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ela sonhou que eu morri
3213,219365,tt1827372,movie,Boca,Boca do Lixo,0,2010,\N,100,"Action,Crime,Drama",2010,"['Action', 'Crime', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,boca do lixo
3214,219389,tt1827481,movie,O Abajour,O Abajour,0,2011,\N,\N,Drama,2011,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o abajour
3217,219564,tt1830878,movie,Um Domingo com Frederico Morais,Um Domingo com Frederico Morais,0,2011,\N,60,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,um domingo com frederico morais
3221,219881,tt1836742,movie,An Unexpected Family: Story from a Slum,An Unexpected Family: Story from a Slum,0,2010,\N,46,"Documentary,Drama",2010,"['Documentary', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,an unexpected family story from a slum
3222,220210,tt1841681,movie,Kabbalah,Kabbalah,0,2010,\N,70,Drama,2010,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,kabbalah
3223,220222,tt1841730,movie,"Luz, câmera, pichação","Luz, câmera, pichação",0,2011,\N,104,"Action,Documentary,Drama",2011,"['Action', 'Documentary', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,luz camera pichacao
3224,220319,tt1843085,movie,5+5+,5+5+,0,2010,\N,\N,Documentary,2010,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5+5
3225,220332,tt1843151,movie,"Fernando Lemos, Atrás da Imagem","Fernando Lemos, Atrás da Imagem",0,2006,\N,55,Documentary,2006,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fernando lemos atras da imagem
3228,220703,tt1848876,movie,The Curse of the Cages,Essa Maldita Vontade de Ser Pássaro,0,2012,\N,89,Drama,2012,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,essa maldita vontade de ser passaro
3229,220792,tt1849866,movie,Surf Adventures 2 - A Busca Continua,Surf Adventures 2 - A Busca Continua,0,2008,\N,88,"Adventure,Documentary",2008,"['Adventure', 'Documentary']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,surf adventures 2  a busca continua
3231,221312,tt1858725,movie,Aterro,Aterro,0,2011,\N,72,"Biography,Documentary,History",2011,"['Biography', 'Documentary', 'History']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,aterro
3233,221645,tt1864486,movie,Sobre Futebol e Barreiras,Sobre Futebol e Barreiras,0,2011,\N,100,"Documentary,History",2011,"['Documentary', 'History']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,sobre futebol e barreiras
3236,222193,tt1873594,movie,Por 30 Dinheiros,Por 30 Dinheiros,0,2005,\N,\N,"Comedy,Drama",2005,"['Comedy', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,por 30 dinheiros
3237,222259,tt1876226,movie,23.11.1967: Documentos do Caso Clodimar Pedrosa Lô,23.11.1967: Documentos do Caso Clodimar Pedrosa Lô,0,2011,\N,\N,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.11.1967 documentos do caso clodimar pedrosa lo
3241,222518,tt1883277,movie,Nevermore - Três Pesadelos e Um Delírio de Edgar Allan Poe,Nevermore - Três Pesadelos e Um Delírio de Edgar Allan Poe,0,2011,\N,45,"Fantasy,Horror,Mystery",2011,"['Fantasy', 'Horror', 'Mystery']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,nevermore  tres pesadelos e um delirio de edgar allan poe
3243,222622,tt1885311,movie,Metade Sexo Metade Mussarela,Metade Sexo Metade Mussarela,0,2002,\N,\N,Comedy,2002,['Comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,metade sexo metade mussarela
3248,222897,tt1893237,movie,Festa Jã da Mula Sem Cabeça,Festa Jã da Mula Sem Cabeça,0,2011,\N,45,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,festa ja da mula sem cabeca
3249,222947,tt1895288,movie,A História de João e Zeca,A História de João e Zeca,0,2011,\N,605,"Action,Crime",2011,"['Action', 'Crime']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,a historia de joao e zeca
3250,222988,tt1895545,movie,Soulbound,Teus Olhos Meus,0,2011,\N,105,"Drama,Romance",2011,"['Drama', 'Romance']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,teus olhos meus
3251,222997,tt1895604,movie,Zombio,Zombio,0,1999,\N,45,Horror,1999,['Horror'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,zombio
3253,223134,tt1901025,movie,A Day of Yesterday,Um dia de Ontem,0,2009,\N,86,Drama,2009,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,um dia de ontem
3255,223475,tt1914337,movie,Segundo Movimento para Piano e Costura,Segundo Movimento para Piano e Costura,0,2011,\N,50,Drama,2011,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,segundo movimento para piano e costura
3258,223815,tt1924333,movie,O Rei do Carimã,O Rei do Carimã,0,2009,\N,52,Documentary,2009,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o rei do carima
3259,223824,tt1924348,movie,Pólvora Negra,Pólvora Negra,0,2011,\N,87,"Action,Fantasy,Western",2011,"['Action', 'Fantasy', 'Western']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,polvora negra
3260,224215,tt1934163,movie,12 Horas,12 Horas,0,2011,\N,80,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12 horas
3264,225118,tt1954674,movie,Na Sombra da Linha Verde,Na Sombra da Linha Verde,0,2010,\N,92,Drama,2010,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,na sombra da linha verde
3266,225310,tt1958030,movie,Sumidouro,Sumidouro,0,2008,\N,72,Documentary,2008,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sumidouro
3267,225327,tt1959367,movie,Descaminhos,Descaminhos,0,2007,\N,75,Documentary,2007,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,descaminhos
3268,225363,tt1959528,movie,Secos & Molhados,Secos & Molhados,0,2000,\N,54,Documentary,2000,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,secos & molhados
3269,225461,tt1961624,movie,Transmigration,Transmigration,0,2011,\N,96,"Adventure,Fantasy,Mystery",2011,"['Adventure', 'Fantasy', 'Mystery']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,transmigration
3271,225570,tt1964968,movie,O Amanuense e os Grafômanos,O Amanuense e os Grafômanos,0,2003,\N,54,Documentary,2003,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o amanuense e os grafomanos
3276,226110,tt1979281,movie,Cena Nua,Cena Nua,0,2011,\N,\N,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cena nua
3277,226253,tt1981572,movie,A Paixão Segundo Callado,A Paixão Segundo Callado,0,2008,\N,\N,Documentary,2008,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a paixao segundo callado
3278,226402,tt1985163,movie,O Guri,O Guri,0,2011,\N,92,Drama,2011,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o guri
3280,226775,tt1992228,movie,São Miguel do Gostoso,São Miguel do Gostoso,0,2011,\N,83,"Documentary,History",2011,"['Documentary', 'History']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,sao miguel do gostoso
3281,226835,tt1995278,movie,Chateaubriand,Chateaubriand,0,2008,\N,52,Documentary,2008,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,chateaubriand
3285,227038,tt1999104,movie,Bitols,Bitols,0,2010,\N,83,"Comedy,Drama,Music",2010,"['Comedy', 'Drama', 'Music']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,bitols
3286,227063,tt1999221,movie,O Cônego,O Cônego,0,2011,\N,124,Drama,2011,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o conego
3287,227129,tt2002741,movie,Ninguém Sabe Onde Fica o Haiti,Ninguém Sabe Onde Fica o Haiti,0,2011,\N,61,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ninguem sabe onde fica o haiti
3288,227132,tt2002744,movie,Just Shoot Me,Just Shoot Me,0,2010,\N,67,"Action,Documentary,Drama",2010,"['Action', 'Documentary', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,just shoot me
3294,227809,tt2016159,movie,Bodanzky conta Agrippino,Bodanzky conta Agrippino,0,2009,\N,\N,Documentary,2009,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bodanzky conta agrippino
3295,227810,tt2016163,movie,Carlos Reichenbach: Relatorio confidencial,Carlos Reichenbach: Relatorio confidencial,0,2010,\N,\N,Documentary,2010,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,carlos reichenbach relatorio confidencial
3296,227838,tt2016844,movie,A praga,A praga,0,2011,\N,\N,Horror,2011,['Horror'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a praga
3303,228673,tt2040450,movie,O Pontal do Paranapanema,O Pontal do Paranapanema,0,2005,\N,52,Documentary,2005,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o pontal do paranapanema
3307,228996,tt2048799,movie,Luzeiro Volante,Luzeiro Volante,0,2011,\N,71,Drama,2011,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,luzeiro volante
3309,229281,tt2056508,movie,Goldfish Go Home,Akaneiro no yakusoku: Sanba da kingyo,0,2012,\N,98,"Drama,Family,Fantasy",2012,"['Drama', 'Family', 'Fantasy']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,akaneiro no yakusoku sanba da kingyo
3310,229285,tt2056547,movie,Continue?,Continue?,0,2009,\N,\N,Documentary,2009,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,continue
3312,229587,tt2062606,movie,Os Japoneses no Vale do Ribeira,Os Japoneses no Vale do Ribeira,0,2010,\N,48,Documentary,2010,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,os japoneses no vale do ribeira
3314,229843,tt2066944,movie,Plasticized,Plasticized,0,2011,\N,48,"Adventure,Biography,Documentary",2011,"['Adventure', 'Biography', 'Documentary']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,plasticized
3316,229947,tt2070598,movie,Amores Imperfeitos,Amores Imperfeitos,0,2011,\N,73,"Drama,Romance",2011,"['Drama', 'Romance']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,amores imperfeitos
3317,230052,tt2071544,movie,O Homem Mau Dorme Bem,O Homem Mau Dorme Bem,0,2009,\N,90,Drama,2009,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o homem mau dorme bem
3319,230100,tt2072118,movie,"Heymll, Carcasses","Heymll, Carcasses",0,2011,\N,82,Animation,2011,['Animation'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,heymll carcasses
3321,230165,tt2073031,movie,Mea Culpa,Mea Culpa,0,2011,\N,83,"Drama,Family",2011,"['Drama', 'Family']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,mea culpa
3323,230356,tt2076188,movie,Dona Maria,Dona Maria,0,2010,\N,70,Documentary,2010,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,dona maria
3325,230519,tt2078590,movie,Dialogues,Dialogues,0,2011,\N,36,"Documentary,History",2011,"['Documentary', 'History']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,dialogues
3331,231310,tt2093067,movie,Bel Borba Aqui,Bel Borba Aqui,0,2012,\N,95,"Biography,Documentary",2012,"['Biography', 'Documentary']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,bel borba aqui
3332,231406,tt2094074,movie,Nos do Cinema,Nos do Cinema,0,2009,\N,\N,Documentary,2009,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nos do cinema
3334,231483,tt2095009,movie,Xavante Strategy,Xavante Strategy,0,2006,\N,\N,Documentary,2006,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,xavante strategy
3335,231742,tt2099704,movie,Rio Fora de Horas,Rio Fora de Horas,0,1998,\N,\N,"Drama,Romance",1998,"['Drama', 'Romance']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,rio fora de horas
3343,232350,tt2112095,movie,A política do cinema,A política do cinema,0,2011,\N,88,Documentary,2011,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a politica do cinema
3346,232559,tt2115278,movie,3 Champions,A Era dos Campeões,0,2011,\N,75,"Biography,Documentary,Sport",2011,"['Biography', 'Documentary', 'Sport']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,a era dos campeoes
